FBMS;The First Bancshares, Inc.;16.2828;$87.94M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fbms;;;;0.09112387
QVCA;Liberty Interactive Corporation;27.11;$17.32B;n/a;Consumer Services;Catalog/Specialty Distribution;http://www.nasdaq.com/symbol/qvca;;;;0.971163714
CRMT;America&#39;;;;;;;;;;0.542724346
SYUT;Synutra International, Inc.;5.26;$301.4M;n/a;Consumer Non-Durables;Packaged Foods;http://www.nasdaq.com/symbol/syut;;;;0.97081716
STX;Seagate Technology.;36.54;$10.93B;2002;Technology;Electronic Components;http://www.nasdaq.com/symbol/stx;;;;0.822749031
RDVY;First Trust NASDAQ Rising Dividend Achievers ETF;21.78;$25.05M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/rdvy;;;;0.551144671
PRGX;PRGX Global, Inc.;3.6;$86.81M;1996;Consumer Services;Diversified Commercial Services;http://www.nasdaq.com/symbol/prgx;;;;0.856887606
RIBT;RiceBran Technologies;2.19;$20.86M;n/a;Consumer Non-Durables;Packaged Foods;http://www.nasdaq.com/symbol/ribt;;;;0.002476331
CERE;Ceres, Inc.;0.98;$5.91M;2012;Consumer Non-Durables;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/cere;;;;0.430131587
ADSK;Autodesk, Inc.;63.36;$14.33B;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/adsk;;;;0.369202462
TTMI;TTM Technologies, Inc.;7.8;$773.23M;2000;Technology;Electrical Products;http://www.nasdaq.com/symbol/ttmi;;;;0.156630636
QLC;FlexShares US Quality Large Cap Index Fund;26.73;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/qlc;;;;0.029092693
SFBS;ServisFirst Bancshares, Inc.;47.32;$1.23B;2014;Finance;Major Banks;http://www.nasdaq.com/symbol/sfbs;;;;0.730590025
MELA;MELA Sciences, Inc;1.15;$11.37M;2005;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/mela;;;;0.087690452
DHRM;Dehaier Medical Systems Limited;1.6001;$9.35M;2010;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/dhrm;;;;0.056000835
MBFIP;MB Financial Inc.;26.65;$106.6M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/mbfip;;;;0.555589165
QYLD;Recon Capital NASDAQ-100 Covered Call ETF;23.5901;$18.87M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/qyld;;;;0.329498831
SPSC;SPS Commerce, Inc.;75.22;$1.25B;2010;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/spsc;;;;0.359294241
UMPQ;Umpqua Holdings Corporation;17.73;$3.9B;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/umpq;;;;0.894705287
PTX;Pernix Therapeutics Holdings, Inc.;3.43;$209.36M;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/ptx;;;;0.308897365
STRL;Sterling Construction Company Inc;4.72;$92.57M;n/a;Basic Industries;Military/Government/Technical;http://www.nasdaq.com/symbol/strl;;;;0.469276304
IMMY;Imprimis Pharmaceuticals, Inc.;6.09;$58.43M;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/immy;;;;0.7544937
WLRHU;WL Ross Holding Corp.;10.7292;$429.17M;2014;Finance;Business Services;http://www.nasdaq.com/symbol/wlrhu;;;;0.509170287
TEDU;Tarena International, Inc.;9.69;$536.4M;2014;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/tedu;;;;0.52698957
RPXC;RPX Corporation;13.99;$760.87M;2011;Miscellaneous;Multi-Sector Companies;http://www.nasdaq.com/symbol/rpxc;;;;0.060439999
FIBK;First Interstate BancSystem, Inc.;29.79;$1.36B;2010;Finance;Major Banks;http://www.nasdaq.com/symbol/fibk;;;;0.164384791
CCMP;Cabot Microelectronics Corporation;42.43;$1.04B;2000;Technology;Semiconductors;http://www.nasdaq.com/symbol/ccmp;;;;0.063094809
CADTR;DT Asia Investments Limited;0.25;n/a;2014;Finance;Business Services;http://www.nasdaq.com/symbol/cadtr;;;;0.804564187
ICAD;icad inc.;4.26;$67.01M;n/a;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/icad;;;;0.921004601
VALX;Validea Market Legends ETF;24.378;$23.16M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/valx;;;;0.03045211
SNFCA;Security National Financial Corporation;5.96;$83.37M;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/snfca;;;;0.643482764
SHLD;Sears Holdings Corporation;24.81;$2.64B;n/a;Consumer Services;Department/Specialty Retail Stores;http://www.nasdaq.com/symbol/shld;;;;0.556104822
LIFE;aTyr Pharma, Inc.;11.48;$271.38M;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/life;;;;0.749018967
VDSI;VASCO Data Security International, Inc.;19.5;$776.63M;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/vdsi;;;;0.75355835
QVCB;Liberty Interactive Corporation;26.58;$16.98B;n/a;Consumer Services;Catalog/Specialty Distribution;http://www.nasdaq.com/symbol/qvcb;;;;0.368559799
NTWK;NetSol Technologies Inc.;5.82;$60.02M;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ntwk;;;;0.931895316
NATI;National Instruments Corporation;29.96;$3.81B;1995;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/nati;;;;0.470338418
CIBR;First Trust NASDAQ CEA Cybersecurity ETF;17.78;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/cibr;;;;0.36875034
ZNGA;Zynga Inc.;2.52;$2.35B;2011;Technology;EDP Services;http://www.nasdaq.com/symbol/znga;;;;0.853042362
IBOC;International Bancshares Corporation;30.4;$2.02B;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/iboc;;;;0.648035823
WIBC;Wilshire Bancorp, Inc.;11.34;$891.31M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/wibc;;;;0.676888156
GOMO;Sungy Mobile Limited;4.8;$150.14M;2013;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/gomo;;;;0.15995113
BCLI;Brainstorm Cell Therapeutics Inc.;2.88;$53.23M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/bcli;;;;0.636241282
HQCL;Hanwha Q CELLS Co., Ltd. ;17.1;$1.44B;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/hqcl;;;;0.090799489
CVCO;Cavco Industries, Inc.;94.25;$839.07M;n/a;Basic Industries;Homebuilding;http://www.nasdaq.com/symbol/cvco;;;;0.998071697
PSUN;Pacific Sunwear of California, Inc.;0.3333;$23.36M;1999;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/psun;;;;0.190804557
TROVU;TrovaGene, Inc.;22.6;n/a;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/trovu;;;;0.033707321
WLDN;Willdan Group, Inc.;11.96;$94.04M;2006;Consumer Services;Military/Government/Technical;http://www.nasdaq.com/symbol/wldn;;;;0.395748057
BLRX;BioLineRx Ltd.;1.33;$52.02M;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/blrx;;;;0.103264147
VGSH;Vanguard Short-Term Government ETF;60.9301;$578.84M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/vgsh;;;;0.826743556
HCACU;Hennessy Capital Acquisition Corp. II;9.92;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/hcacu;;;;0.389662763
CNLM;CB Pharma Acquisition Corp.;9.85;$54.53M;2015;Finance;Business Services;http://www.nasdaq.com/symbol/cnlm;;;;0.637429007
ICFI;ICF International, Inc.;32.82;$630.93M;2006;Consumer Services;Professional Services;http://www.nasdaq.com/symbol/icfi;;;;0.595272766
ROBO;Robo-Stox Global Robotics and Automation Index ETF;24.2596;$111.59M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/robo;;;;0.17446823
WHLRW;Wheeler Real Estate Investment Trust, Inc.;0.08;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/whlrw;;;;0.513928152
TFSCR;1347 Capital Corp.;0.21;n/a;2014;Finance;Business Services;http://www.nasdaq.com/symbol/tfscr;;;;0.993047828
TIVO;TiVo Inc.;9.06;$888.39M;1999;Consumer Services;Television Services;http://www.nasdaq.com/symbol/tivo;;;;0.5081189
SFXE;SFX Entertainment, Inc.;0.6979;$68.15M;2013;Consumer Services;Services-Misc. Amusement & Recreation;http://www.nasdaq.com/symbol/sfxe;;;;0.660354386
CXSE;WisdomTree China ex-State-Owned Enterprises Fund;49.858;$17.45M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/cxse;;;;0.269711264
STRM;Streamline Health Solutions, Inc.;1.91;$35.86M;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/strm;;;;0.094253887
WVVIP;Willamette Valley Vineyards, Inc.;n/a;n/a;n/a;Consumer Non-Durables;Beverages (Production/Distribution);http://www.nasdaq.com/symbol/wvvip;;;;0.01915955
VNQI;Vanguard Global ex-U.S. Real Estate ETF;51.65;$3.02B;n/a;n/a;n/a;http://www.nasdaq.com/symbol/vnqi;;;;0.608056713
CLBH;Carolina Bank Holdings Inc.;15.1;$75.38M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/clbh;;;;0.5889997
EAGLU;Double Eagle Acquisition Corp.;10.2;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/eaglu;;;;0.668429571
SMT;SMART Technologies Inc.;0.44;$53.87M;n/a;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/smt;;;;0.42780809
DISCB;Discovery Communications, Inc.;29.1;$12.53B;n/a;Consumer Services;Television Services;http://www.nasdaq.com/symbol/discb;;;;0.208882605
BKEP;Blueknight Energy Partners L.P., L.L.C.;5.91;$194.71M;2011;Energy;Natural Gas Distribution;http://www.nasdaq.com/symbol/bkep;;;;0.635334672
ACTS;Actions Semiconductor Co., Ltd.;1.85;$108.17M;2005;Technology;Semiconductors;http://www.nasdaq.com/symbol/acts;;;;0.786706954
SBBP;Strongbridge Biopharma plc;7.15;$151.62M;2015;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/sbbp;;;;0.578441138
FGEN;FibroGen, Inc;27.04;$1.64B;2014;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/fgen;;;;0.046463813
SEDG;SolarEdge Technologies, Inc.;17.5;$687.76M;2015;Technology;Semiconductors;http://www.nasdaq.com/symbol/sedg;;;;0.536352511
SAMG;Silvercrest Asset Management Group Inc.;11.64;$147.65M;2013;Finance;Investment Managers;http://www.nasdaq.com/symbol/samg;;;;0.425088844
TNDM;Tandem Diabetes Care, Inc.;10.91;$328.12M;2007;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/tndm;;;;0.295184777
FBIO;Fortress Biotech, Inc.;3.07;$143.78M;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/fbio;;;;0.100310048
MYL;Mylan N.V.;45.44;$22.34B;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/myl;;;;0.135103156
IPAR;Inter Parfums, Inc.;28;$868.11M;n/a;Consumer Non-Durables;Package Goods/Cosmetics;http://www.nasdaq.com/symbol/ipar;;;;0.5862653
BOCH;Bank of Commerce Holdings (CA);6.84;$91.24M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/boch;;;;0.722742584
FMBH;First Mid-Illinois Bancshares, Inc.;22.03;$185.54M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/fmbh;;;;0.198906006
ESRX;Express Scripts Holding Company;88.53;$59.87B;1992;Health Care;Medical/Nursing Services;http://www.nasdaq.com/symbol/esrx;;;;0.399576198
ABY;Abengoa Yield plc;21.01;$2.11B;2014;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/aby;;;;0.170574115
SENEA;Seneca Foods Corp.;27.41;$271.09M;n/a;Consumer Non-Durables;Packaged Foods;http://www.nasdaq.com/symbol/senea;;;;0.492594832
SHLDW;Sears Holdings Corporation;14.9999;n/a;n/a;Consumer Services;Department/Specialty Retail Stores;http://www.nasdaq.com/symbol/shldw;;;;0.427927233
FOXF;Fox Factory Holding Corp.;18.07;$668.15M;2013;Consumer Non-Durables;Motor Vehicles;http://www.nasdaq.com/symbol/foxf;;;;0.207733417
PTC;PTC Inc.;36.41;$4.16B;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ptc;;;;0.807550709
GALT;Galectin Therapeutics Inc.;2.58;$58.8M;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/galt;;;;0.796579397
GBLIZ;Global Indemnity plc;24.51;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/gbliz;;;;0.169284626
INSM;Insmed, Inc.;16.19;$999.9M;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/insm;;;;0.309750599
MDRX;Allscripts Healthcare Solutions, Inc.;14.93;$2.82B;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/mdrx;;;;0.793188919
FCVA;First Capital Bancorp, Inc. (VA);5.59;$72.65M;2007;Finance;Major Banks;http://www.nasdaq.com/symbol/fcva;;;;0.29113594
ARNA;Arena Pharmaceuticals, Inc.;1.9;$460.26M;2000;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/arna;;;;0.527617679
VVUS;VIVUS, Inc.;1.51;$157.09M;1994;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/vvus;;;;0.775655962
BRCD;Brocade Communications Systems, Inc.;10.5;$4.35B;1999;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/brcd;;;;0.94216147
INTLL;INTL FCStone Inc.;25.46;n/a;n/a;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/intll;;;;0.974058017
AMED;Amedisys Inc;43.48;$1.46B;n/a;Health Care;Medical/Nursing Services;http://www.nasdaq.com/symbol/amed;;;;0.650941114
PTNR;Partner Communications Company Ltd.;4.7;$733.56M;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/ptnr;;;;0.914205032
DAKT;Daktronics, Inc.;10.01;$438.13M;1994;Consumer Durables;Miscellaneous manufacturing industries;http://www.nasdaq.com/symbol/dakt;;;;0.681885118
LPSN;LivePerson, Inc.;7.74;$442.44M;2000;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/lpsn;;;;0.562552828
MEOH;Methanex Corporation;40.65;$3.65B;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/meoh;;;;0.314177635
IRDM;Iridium Communications Inc;7.93;$752.95M;n/a;Consumer Durables;Telecommunications Equipment;http://www.nasdaq.com/symbol/irdm;;;;0.527327635
INWK;InnerWorkings, Inc.;7.97;$428.71M;2006;Consumer Durables;Containers/Packaging;http://www.nasdaq.com/symbol/inwk;;;;0.205502147
NTAP;NetApp, Inc.;33.33;$9.83B;1995;Technology;Electronic Components;http://www.nasdaq.com/symbol/ntap;;;;0.709837516
LIND;Lindblad Expeditions Holdings Inc.;10.77;$481.61M;2013;Consumer Services;Transportation Services;http://www.nasdaq.com/symbol/lind;;;;0.937673934
SNC;State National Companies, Inc.;9.26;$411.96M;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/snc;;;;0.942043569
MGLN;Magellan Health, Inc.;53.07;$1.36B;n/a;Health Care;Hospital/Nursing Management;http://www.nasdaq.com/symbol/mgln;;;;0.627712324
SBRAP;Sabra Healthcare REIT, Inc.;25.457;$146.38M;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/sbrap;;;;0.653656058
VRTX;Vertex Pharmaceuticals Incorporated;118.9;$29.22B;1991;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/vrtx;;;;0.022529447
MVIS;Microvision, Inc.;2.33;$110.01M;1996;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/mvis;;;;0.578032565
FTNT;Fortinet, Inc.;33.38;$5.71B;2009;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/ftnt;;;;0.488431328
INGN;Inogen, Inc;46.53;$900.22M;2014;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/ingn;;;;0.537107622
COLL;Collegium Pharmaceutical, Inc.;21.16;$437.75M;2015;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/coll;;;;0.591177167
PODD;Insulet Corporation;36.97;$2.1B;2007;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/podd;;;;0.995505142
INSY;Insys Therapeutics, Inc.;27.67;$1.99B;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/insy;;;;0.006434032
QQQX;Nuveen NASDAQ 100 Dynamic Overwrite Fund;19.47;$360.39M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/qqqx;;;;0.505636341
ACET;Aceto Corporation;25.55;$750.05M;n/a;Health Care;Other Pharmaceuticals;http://www.nasdaq.com/symbol/acet;;;;0.847343325
DGAS;Delta Natural Gas Company, Inc.;20.42;$143.51M;1981;Public Utilities;Oil & Gas Production;http://www.nasdaq.com/symbol/dgas;;;;0.912275271
UMBF;UMB Financial Corporation;53.51;$2.64B;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/umbf;;;;0.284957431
BELFA;Bel Fuse Inc.;16.2148;$192.93M;n/a;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/belfa;;;;0.405950113
PTEN;Patterson-UTI Energy, Inc.;16.24;$2.39B;1993;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/pten;;;;0.423287634
GOGO;Gogo Inc.;16.23;$1.39B;2013;Consumer Services;Telecommunications Equipment;http://www.nasdaq.com/symbol/gogo;;;;0.504895493
MATW;Matthews International Corporation;57.21;$1.89B;1994;Capital Goods;Metal Fabrications;http://www.nasdaq.com/symbol/matw;;;;0.844125384
ATLC;Atlanticus Holdings Corporation;3.1325;$48.15M;1995;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/atlc;;;;0.351885909
ULTA;Ulta Salon, Cosmetics & Fragrance, Inc.;174.08;$11.13B;2007;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/ulta;;;;0.614619233
PRZM;Prism Technologies Group, Inc.;1.129;$11.37M;n/a;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/przm;;;;0.671229532
HALL;Hallmark Financial Services, Inc.;12.81;$245.24M;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/hall;;;;0.252352339
TDIV;First Trust Exchange-Traded Fund VI First Trust NASDAQ Technol;26.03;$557.17M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tdiv;;;;0.329334546
CIVBP;Civista Bancshares, Inc. ;37;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/civbp;;;;0.724077041
TATT;TAT Technologies Ltd.;6.72;$59.19M;n/a;Capital Goods;Aerospace;http://www.nasdaq.com/symbol/tatt;;;;0.569340349
AIRR;First Trust RBA American Industrial Renaissance ETF;17.095;$53.85M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/airr;;;;0.292822592
TSRA;Tessera Technologies, Inc.;33.45;$1.71B;2003;Technology;Semiconductors;http://www.nasdaq.com/symbol/tsra;;;;0.675446632
MKTX;MarketAxess Holdings, Inc.;99.97;$3.73B;2004;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/mktx;;;;0.038518456
ARWAW;Arowana Inc.;0.11;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/arwaw;;;;0.348285205
CVGW;Calavo Growers, Inc.;52.54;$913.32M;n/a;Consumer Non-Durables;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/cvgw;;;;0.588670787
VNDA;Vanda Pharmaceuticals Inc.;9.71;$415.74M;2006;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/vnda;;;;0.385840406
CHRS;Coherus BioSciences, Inc.;29.55;$1.13B;2014;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/chrs;;;;0.066091171
ABTX;Allegiance Bancshares, Inc.;23.7;$294.43M;2015;Finance;Major Banks;http://www.nasdaq.com/symbol/abtx;;;;0.962092626
ATRI;ATRION Corporation;384.89;$707.59M;n/a;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/atri;;;;0.339798282
BLVDU;Boulevard Acquisition Corp. II;10.04;n/a;2015;Finance;Business Services;http://www.nasdaq.com/symbol/blvdu;;;;0.718791746
FSZ;First Trust Switzerland AlphaDEX Fund;39.05;$230.4M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/fsz;;;;0.243942931
IVAC;Intevac, Inc.;5.03;$109.9M;1995;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/ivac;;;;0.837375123
RTIX;RTI Surgical, Inc.;3.96;$228.84M;2000;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/rtix;;;;0.823670709
TTOO;T2 Biosystems, Inc.;10.94;$223.01M;2014;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/ttoo;;;;0.445671752
LITE;Lumentum Holdings Inc.;16.54;$974.5M;n/a;Consumer Durables;Telecommunications Equipment;http://www.nasdaq.com/symbol/lite;;;;0.086615109
TROV;TrovaGene, Inc.;5.35;$158.48M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/trov;;;;0.113949577
DNBF;DNB Financial Corp;28.8;$80.83M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/dnbf;;;;0.523611894
EDGW;Edgewater Technology, Inc.;7.97;$93.8M;n/a;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/edgw;;;;0.085604313
BWINA;Baldwin & Lyons, Inc.;23.51;$353.23M;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/bwina;;;;0.035951316
TCBK;TriCo Bancshares;28.77;$654.5M;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/tcbk;;;;0.949646214
TFM;The Fresh Market, Inc.;25.77;$1.25B;2010;Consumer Services;Food Chains;http://www.nasdaq.com/symbol/tfm;;;;0.950583097
AMTX;Aemetis, Inc;2.02;$39.34M;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/amtx;;;;0.710288455
TUSA;First Trust Total US Market AlphaDEX ETF;25.3052;$6.33M;n/a;n/a;n/a;http://www.nasdaq.com/symbol/tusa;;;;0.739617158
TFSCU;1347 Capital Corp.;10.15;$42.43M;2014;Finance;Business Services;http://www.nasdaq.com/symbol/tfscu;;;;0.589310802
XPLR;Xplore Technologies Corp;5.96;$64.39M;n/a;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/xplr;;;;0.543847102
EAC           ;Erickson Incorporated;2.12;$29.33M;2012;Capital Goods;Aerospace;http://www.nasdaq.com/symbol/eac           ;;;;0.88389985
CGNT;Cogentix Medical, Inc.;1.62;$42.42M;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;http://www.nasdaq.com/symbol/cgnt;;;;0.695113338
CBYL;Carbylan Therapeutics, Inc.;4.22;$111.08M;2015;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/cbyl;;;;0.975695632
RDNT;RadNet, Inc.;7.16;$318.38M;n/a;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/rdnt;;;;0.519185478
NKTR;Nektar Therapeutics;13.85;$1.85B;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/nktr;;;;0.205892525
KCAP;KCAP Financial, Inc.;4.73;$175.49M;2006;n/a;n/a;http://www.nasdaq.com/symbol/kcap;;;;0.337002152
WBB;Westbury Bancorp, Inc.;17.8;$78.52M;2013;Finance;Major Banks;http://www.nasdaq.com/symbol/wbb;;;;0.379384086
ROST;Ross Stores, Inc.;49.94;$20.38B;1985;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/rost;;;;0.902859781
INCY;Incyte Corporation;109.16;$20.3B;n/a;Health Care;Biotechnology: Commercial Physical & Biological Resarch;http://www.nasdaq.com/symbol/incy;;;;0.252501574
KEQU;Kewaunee Scientific Corporation;16.916;$45.31M;n/a;Capital Goods;Medical Specialities;http://www.nasdaq.com/symbol/kequ;;;;0.775744826
JUNO;Juno Therapeutics, Inc.;51.83;$5.21B;2014;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/juno;;;;0.947411875
MSCC;Microsemi Corporation;36.91;$3.52B;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/mscc;;;;0.937247088
IKGH;Iao Kun Group Holding Company Limited;1.45;$89.14M;n/a;Consumer Services;Services-Misc. Amusement & Recreation;http://www.nasdaq.com/symbol/ikgh;;;;0.875326035
JAZZ;Jazz Pharmaceuticals plc;136.14;$8.35B;2007;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/jazz;;;;0.982110239
ELEC;Electrum Special Acquisition Corporation;9.65;$241.25M;2015;Finance;Business Services;http://www.nasdaq.com/symbol/elec;;;;0.878481173
AAVL;Avalanche Biotechnologies, Inc.;7.99;$205.15M;2014;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/aavl;;;;0.942197404
MDVXW;Medovex Corp.;0.23;n/a;2015;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/mdvxw;;;;0.64730969
SEIC;SEI Investments Company;53.47;$8.8B;1981;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/seic;;;;0.472038986
WYNN;Wynn Resorts, Limited;67.25;$6.83B;2002;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/wynn;;;;0.20054288
GSIG;GSI Group, Inc.;13.89;$477.64M;n/a;Miscellaneous;Industrial Machinery/Components;http://www.nasdaq.com/symbol/gsig;;;;0.793550747
NRIM;Northrim BanCorp Inc;28.79;$197.34M;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/nrim;;;;0.413585667
BVSN;BroadVision, Inc.;5.96;$28.99M;1996;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/bvsn;;;;0.505269032
CMFN;CM Finance Inc;10.7;$146.25M;2014;n/a;n/a;http://www.nasdaq.com/symbol/cmfn;;;;0.478100454
UTHR;United Therapeutics Corporation;156.75;$7.15B;1999;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/uthr;;;;0.804388259
VSTM;Verastem, Inc.;2.11;$77.85M;2012;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/vstm;;;;0.499388751
ASUR;Asure Software Inc;5.36;$33.71M;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/asur;;;;0.017356856
USLM;United States Lime & Minerals, Inc.;49.6;$277.75M;n/a;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels);http://www.nasdaq.com/symbol/uslm;;;;0.913719652
BDCV;BDCA Venture, Inc.;4.22;$41.03M;2011;n/a;n/a;http://www.nasdaq.com/symbol/bdcv;;;;0.229458758
ISLE;Isle of Capri Casinos, Inc.;20.63;$839.44M;n/a;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/isle;;;;0.08132999
XNCR;Xencor, Inc.;13.47;$545.23M;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/xncr;;;;0.118763217
