upgraded;1
raised;1
love;1
gold;1
revenue;1
undervalued;1
awesome;1
green;1
highly;1
high;1
growth;1
higher;1
best;1
profitable;1
happy;1
upgrade;1
deal;1
bullish;1
incredible;1
profit;1
top;1
winner;1
long;1
strategy;1
hot;1
breakout;1
call;1
earnings;1
forward;1
new;1
boost;1
hope;1
nice;1
firm;1
product;1
good;1
increased;1
fall;-1
rise;1
notable;1
invest;1
strength;1
gain;1
bull;1
dividend;1
buy;1
strong;1
potential;1
buying;1
great;1
like;1
success;1
launch;1
solid;1
outperform;1
well;1
up;1
amazing;1
upside;1
gainer;1
hike;1
growing;1
bought;1
increase;1
improvement;1
breakthrough;1
expansion;1
jump;1
achievement;1
ambition;1
positive;1
rising;1
push;1
uptrend;1
risk;-1
stake;-1
pullback;-1
drop;-1
negative;-1
falling;-1
pull;-1
downtrend;-1
badly;-1
down;-1
awful;-1
downside;-1
downhill;-1
failing;-1
sold;-1
decrease;-1
decline;-1
sink;-1
underachievement;-1
downgraded;-1
hate;-1
expenses;-1
overvalued;-1
terrible;-1
poorly;-1
low;-1
degrouth;-1
lower;-1
worst;-1
unprofitable;-1
sad;-1
downgrade;-1
disagreement;-1
bearish;-1
debt;-1
bottom;-1
loser;-1
short;-1
cold;-1
put;-1
backwards;-1
old;-1
decline;-1
fear;-1
vulnerable;-1
bad;-1
decreased;-1
weakness;-1
loss;-1
bear;-1
sell;-1
weak;-1
unlikely;-1
selling;-1
weak;-1
failure;-1
unstable;-1
